0: 1151,751,558,597,408,496,540
113: 777,1101,1190,776
114: 972,232,928,424,750,530
115: 870,1056,770,67,161,390
116: 634,1018,620,729,332,392
117: 885,826,477,726
118: 1024,330,916,917,284,158
119: 1076,266,1151,341,761,408
120: 880,239,253,768,342,192
121: 653,948,1089,8,1165
122: 885,826,599,20,216,475
123: 898,169,516,397,159,490,499,207
124: 606,771,801,95
125: 1140,271,362,857,805,949
126: 439,896,768,593,1210,192
127: 349,962,397,693,139,1169
128: 130,522,1001,366,687,935
129: 52,966,1083,734,243,1172,697
130: 128,1078,522,336,698,687
131: 954,1021,198,904,735,564
132: 780,378,707,635
133: 1053,714,671,385,670,293
134: 307,1155,583,649,803
135: 421,422,308
136: 655,229,652,541
137: 861,999,1068,335,906,982
138: 477,937,539,536
139: 127,397,693,92,407,973
140: 142,368,585,364,197
141: 1042,894,1137,482,500,502
142: 368,140,343,1122,364,269
143: 46,872,763,28,1131,85
144: 626,216,353,429,721,475
145: 400,203,187,970,442,1019
146: 208,717,645,723,684,1065
147: 640,701,610,993,1185,1034
148: 851,259,39,387
149: 247,1049,823,1100,527,314
150: 76,480,949,322,1080,964
151: 820,1150,153,1118,72
152: 102,464,910,879,868,312,791
153: 107,1084,1138,1118,1150,151
154: 668,503,875
155: 615,72,820,860,989,105
156: 1189,1023,334,998,720,198
157: 177,382,594,248,286
158: 451,938,118,916,284,927
159: 218,490,499,207,349,397,169,123
160: 742,657,74,587,730,715
161: 67,814,1081,201,115,390
162: 6,988,566,106,538,1011
163: 410,54,1088,447,9
164: 733,1027,1145,17,470,1046
165: 26,261,1111,598,831,520
166: 93,1050,265,1188
167: 344,215,377,716,217,607,430
168: 380,69,648,497,728,456
169: 898,960,123,397,159,407,171
170: 676,784,932,1158,32
171: 407,973,960,169,1194,245,621
172: 329,377,716,6,21,566
173: 450,391,839,1145,401,827
174: 776,662,363,111
175: 515,1062,346,943,924,405
176: 90,222,756,91,739,775,1014,573
177: 157,382,664,486,453
178: 430,667,831,326,520,458
179: 546,785,327,1170,323,778
180: 1112,223,519,974,627,798,1079
181: 1085,30,31,559,981,782
182: 660,394,1067,1011,80,1161
183: 892,665,563,425
184: 1197,387,851,18,399
185: 196,535,1146,415,886
186: 1055,961,229,254,652,830
187: 493,695,384,970,145,203
188: 297,19,1153,79,794,55
189: 362,1195,895,668,306,857
190: 400,203,259,39,921
191: 547,434,1096,373,101,569
192: 1210,342,768,120,126
193: 369,862,1074,785,327
194: 534,439,507,99,1024,330
195: 947,199,796,53,231,1045
196: 535,185,237,682,1025,1146
197: 600,364,585,140,38,1175
198: 131,954,156,334,904,720
199: 195,947,796,817,465,592
200: 1005,1113,766,56,491,976
201: 1081,876,161,428,287,390
202: 1079,388,423,449,1031,466
203: 145,190,400,187,493
204: 1101,317,1044,816,634
205: 863,926,389,792,590,653
206: 644,454,1004,333,463,754
207: 159,490,499,252,10,13,123,516
208: 146,717,1128,275,1001,1065
209: 718,990,769,953,256
210: 789,1013,1102,272,962
211: 604,680,296,484,1179
212: 283,354,617,526,702,304
213: 283,617,548,1178
214: 221,974,627,91,222,508,460,573
215: 167,716,663,607,813,856
216: 626,673,144,719,122,885,475
217: 690,607,435,873,326,430,167
218: 159,499,427,349
219: 611,793,385,305,679,469
220: 351,318,361,442,1019,7
221: 974,627,214,91,749,692,222
222: 90,176,221,214,91,508,573
223: 1112,71,180,244,519,974,1079
224: 568,517,810,767,50,233
225: 936,550,87,527,345,773,1185
226: 807,833,65,33,1121
227: 36,843,683,339,714,835
228: 631,709,1173,420,1129,267
229: 186,652,797,830,136,655,864
230: 827,959,839,811,1038,1076
231: 53,481,897,903,195,796
232: 100,972,114,29,424
233: 50,235,568,224,24,73,56
234: 429,1104,475,20,914
235: 50,233,303,1113,73,56
236: 257,249,15,872,476,1131
237: 196,535,682,841
238: 42,242,1098,49,310,1057
239: 120,880,1208,1033,768,545,765
240: 626,673,489,912,950,544
241: 562,1130,386,871,956,647
242: 42,238,1098,250,825,934
243: 578,274,1172,52,129,966,697
244: 432,324,519,14,71,223
245: 1166,621,561,171,973,82
246: 63,1206,669,95,984,606
247: 149,823,1100,1066,1125
248: 594,850,781,262,157
249: 236,257,622,564,1006,476
250: 825,985,888,882,934,242
251: 302,1094,978,899,836,567
252: 499,207,1040,423,321,10,1103,13
253: 120,880,977,868,342,879
254: 186,961,1125,1100,830
255: 59,263,759,53,481,513
256: 953,5,718,209,320,650
257: 236,249,622,678,84,15,847
258: 1133,952,298,350,514
259: 190,400,39,379,387,148
260: 357,558,597,1170,440,1095,778
261: 26,165,520
262: 781,588,602,409,248
263: 59,678,255,759,713,628
264: 927,980,1135,451,688
265: 670,293,1050,166
266: 119,1076,1038,1151,783
267: 732,1152,560,1173,228,709
268: 1147,595,689,83,944,574
269: 395,846,142,343,725,364
270: 360,834,666,1098,49,939
271: 1140,531,125,480,949,902
272: 22,1109,1169,789,210,962
273: 1061,471,438,565
274: 578,243,1136,52,1063,755
275: 1033,1001,366,1065,208,414
276: 320,869,1039,718
277: 379,1197,1019,411,318
278: 374,574,791,102,940
279: 64,406,383,416,96,576
280: 932,646,1073,1175,676
281: 494,61,380,69,1027,450,391
282: 506,445,369,979,881,859
283: 212,354,617,213,389
284: 1085,30,118,917,158,927
285: 446,551,356,832,457,770
286: 1184,157,382
287: 1093,390,443,201,428,722
288: 705,934,1054,42,310,1090
289: 363,838,111,752,741
290: 6,988,344,377,492,951
291: 338,322,902,958
292: 983,343,725,925,1013,804
293: 265,670,133,385,1050
294: 433,819,618,1052,1012
295: 60,392,332,1182
296: 27,732,211,604
297: 188,686,991,1044,1153,55
298: 774,1077,350,258,952,514
299: 549,914,1009,748
300: 311,1167,993,1060
301: 81,922,1176,588,731
302: 251,1094,978,802,1157
303: 50,235,877,89,51,1113
304: 792,702,351,411,212,354
305: 758,1053,25,679,219,385
306: 668,562,189,871,857
307: 134,1155,649,425,1061,438
308: 81,922,135,421
309: 86,899,836,842
310: 992,1090,288,42,238,501,1057
311: 300,993,1034
312: 1210,342,727,152,464,879,31
313: 636,474,485,509,433,975,1010
314: 68,1209,149,1100,527,773
315: 712,968,900,1059,436
316: 980,782,1135,833,65,495
317: 204,1190,816,98,396
318: 351,411,220,1019,277
319: 615,72,1118,422,570
320: 276,718,256,650
321: 423,1134,1040,1042,252,1103
322: 150,480,902,1080,1143,291,338
323: 718,990,778,179,546,869
324: 432,244,1015,519,14,500,703,71
325: 856,329,658,705,1054
326: 831,873,217,178,430
327: 179,785,193,1170,1074
328: 412,554,781,1087,850
329: 856,325,172,716,705,21
330: 1024,118,917,194,439,593
331: 992,532,356,501,1142,398
332: 376,729,116,1182,295,392
333: 463,454,206,1002,99,909
334: 953,5,998,156,954,198,942
335: 105,453,906,382,137,999
336: 698,1028,130,591,687,595
337: 1082,436,1207,468,730
338: 291,322,1143
339: 758,1053,843,1006,227,714
340: 512,589,1164,1119,440,1095
341: 1106,761,119,58,408,878
342: 312,1210,192,727,120,253,879
343: 983,292,725,1122,142,269
344: 167,377,430,667,492,290
345: 993,773,1060,1185,225,1209
346: 739,775,1016,943,175,515
347: 534,896,618,918,1012
348: 498,358,586,677
349: 127,397,1169,427,159,218,499
350: 298,774,428,258,952,1072,876
351: 411,318,220,702,7,304
352: 632,675,643,717,645,1124
353: 626,144,721,950,724,557
354: 212,283,389,304,792
355: 40,685,1141,639,360,834
356: 501,832,992,331,398,446,285
357: 260,558,1000,990,778
358: 103,44,586,348
359: 920,862,594,850,704
360: 834,666,270,40,355,1098
361: 572,587,715,442,7,220
362: 189,1195,857,76,949,125
363: 289,662,1178,174,111
364: 600,197,142,140,269,395
365: 1118,1138
366: 275,1033,1001,128,1208,935
367: 415,708,601,787,895
368: 142,567,585,140,978,1122
369: 282,506,445,193,862
370: 723,371,684,10,891,516
371: 723,370,891,821,840,812
372: 487,448,681,1154,689,83
373: 547,191,569,749,91,90
374: 944,574,278,47,908,940,1205
375: 753,498,858,86,836,1094
376: 828,729,332,483,1182,707,635
377: 167,344,716,172,290,6
378: 1058,483,1159,132,780,707,635
379: 1197,387,277,1019,400,259
380: 69,648,168,281,1027
381: 512,589,1037,37,783
382: 157,177,335,453,999,286
383: 1,915,605,711,64,279,96
384: 74,1041,48,187,695,970
385: 219,793,1050,305,1053,133,293
386: 23,822,1130,241,1066,647
387: 184,379,1197,259,851,148
388: 798,202,1079,449,460,1047,466,632
389: 792,283,354,863,205
390: 1093,287,161,201,1056,115
391: 173,450,839,494,281,1027,1145
392: 295,60,332,116,1018
393: 524,612,854,108,888,985
394: 182,660,674,403,106,1011
395: 269,846,600,364,919,523
396: 1178,548,98,317,1190
397: 127,349,139,159,407,169,123
398: 1142,890,331,356,446,41
399: 78,184,851
400: 145,190,203,259,1019,379
401: 827,848,1145,173,470,955
402: 613,1036,728,1172,69,61
403: 674,542,106,532,660,394,1142
404: 1080,1192,964,505
405: 845,924,943,175,1062,1126
406: 64,279,448,1199
407: 171,973,397,139,169
408: 58,496,878,119,1151,0,341
409: 664,570,421,262,602
410: 625,54,163,447,887,1070
411: 351,318,277,304,874
412: 94,979,328,704,554,506
413: 1035,1153,1205,79,911
414: 840,45,275,1033,1065,765
415: 367,708,886,185
416: 1207,642,96,468,576,745,279
417: 556,911,1064,1144,1108
418: 539,656,771
419: 1123,538,951,988,837
420: 1129,518,561,631,228,82
421: 135,422,81,308,409,602
422: 135,421,319,570
423: 449,1134,321,202,252,1103,1031
424: 928,795,29,965,232,114
425: 563,649,183,665,438,307
426: 1075,1191,456,1063,461,755,497
427: 1040,894,22,1169,349,218,499
428: 774,350,876,201,287,691,722
429: 1136,234,1104,721,475,144
430: 178,667,326,217,167,344
431: 700,575,1135,640,688,610
432: 244,324,519,500,703,449,1134
433: 819,975,618,294,1010,313
434: 547,191,1096,986,654,1046
435: 217,690,607,583,803,873
436: 337,572,730,315
437: 537,1009,806,748,467,1084
438: 273,1061,665,565,425,307
439: 534,194,126,896,593,330
440: 1095,340,589,751,260,597
441: 808,1168,1051,915,605,488
442: 970,715,1019,361,145,220
443: 1093,287,12,722,692,1112,974
444: 1144,1199,630,576,1082,1059
445: 282,369,881,785,994,852
446: 1071,551,41,285,356,832,398
447: 1088,410,163,663,690,887
448: 372,487,1154,64,406,1064,1199
449: 423,1134,432,519,202,1079,388
450: 173,391,839,494,281,811,1186
451: 696,158,938,264,927,688
452: 815,1159,780
453: 105,335,615,486,177,382
454: 510,644,206,1002,333
455: 929,1149,1089,710
456: 1191,35,426,648,168,497
457: 67,1069,832,1057,285,770
458: 112,520,178,667,103,511
459: 679,109,469,28,1203,706
460: 508,810,1047,627,214,798,388
461: 1063,755,557,2,1075,426
462: 818,616,965,996,945
463: 867,333,584,754,206,909
464: 102,152,312,31,981,529
465: 808,907,817,199,592,1051
466: 632,675,202,388,1047,1031
467: 806,437,748,914,1104,966
468: 1207,416,642,603,657,337,730
469: 459,679,109,219,611,48
470: 986,955,1046,164,1145,401
471: 273,1061,26,1111
472: 505,1143
473: 838,863,926,905,1091,741
474: 636,313,821,1194,509,812
475: 234,429,122,20,144,216
476: 25,1131,236,249,1006,758
477: 138,726,937,117
478: 533,1176
479: 108,882,658,1070,1054
480: 150,76,949,322,902,271
481: 53,231,865,513,255
482: 580,502,764,88,1105,141,1137
483: 1121,1058,378,828,376,635
484: 619,211,1179,100
485: 1166,621,636,313,521,975
486: 664,570,615,453,177
487: 372,448,681,1032,1,64
488: 757,711,441,1051,605
489: 659,744,1099,240,673,912
490: 159,499,207,123
491: 596,855,976,200,766,772
492: 608,511,951,667,344,290
493: 187,963,695,1188,203
494: 982,61,281,450,391,1186
495: 575,316,1135,65,1058,1159
496: 58,408,641,0,540
497: 168,755,578,728,456,426
498: 753,348,375,858,677
499: 159,218,490,207,252,427,1040,349,123
500: 502,703,432,324,141,1042,1134
501: 356,832,1057,992,310,331
502: 482,580,500,764,703,141,1137
503: 889,1146,875,154
504: 3,633,706,85,75,603
505: 1143,472,1080,404
506: 282,369,412,979,704,862
507: 1012,1002,534,194,99
508: 460,810,627,214,222,767,573
509: 840,45,812,313,474,821,1010
510: 644,454,945,818,1052,1002
511: 608,492,458,667,103,586
512: 340,381,589,1164,37,783
513: 865,481,1106,878,255,759
514: 853,258,1191,35,298,1077
515: 175,89,1062,346,775,1014
516: 898,891,123,207,10,370
517: 568,224,643,810,1047,632
518: 420,1129,561,1120,92,973
519: 432,244,324,223,180,449,1134,1079
520: 112,458,165,261,831,178
521: 818,616,485,1166,819,975
522: 128,130,1078,1128,740,1001
523: 672,1117,1173,395,846,919
524: 393,612,969,625,1070,108
525: 971,1107,995,1078,110,698,849
526: 702,913,968,4,212,617
527: 149,1049,936,225,314,773
528: 893,738,1022,984
529: 981,11,102,464,609,940
530: 23,114,928,1130,750
531: 271,43,902,958,946
532: 992,331,1090,674,542,403,1142
533: 478,1176,731,1048
534: 194,439,896,347,507,1012
535: 196,185,237,886
536: 539,656,138,937,1086,659
537: 1009,437,107,1084
538: 824,1123,1011,419,988,162
539: 418,656,536,138
540: 1023,0,558,1000,496,641
541: 946,43,652,136
542: 674,21,403,705,1090,532
543: 625,54,893,738,669,969
544: 104,950,724,240,912,1196
545: 918,768,743,765,239
546: 179,785,1039,852,323,869
547: 191,434,373,654,90,756
548: 98,1204,213,1178,396
549: 20,299,914,599
550: 936,225,87,1110,696,938
551: 1071,446,285,870,770,1015
552: 591,977,687,868,935,1147,910
553: 802,809,571,983,925,1122
554: 412,94,328,1087
555: 884,841,699
556: 47,911,417,1064,1154,944
557: 1063,461,353,721,2,724
558: 260,357,597,1000,0,540
559: 981,11,181,782,807,833
560: 672,784,32,732,267
561: 420,518,973,631,82,245
562: 1130,241,750,875,306,871
563: 746,649,425,183
564: 843,735,1006,904,131,249,622
565: 892,665,273,438
566: 674,21,106,172,6,162
567: 368,585,899,251,978,736
568: 224,643,517,233,1124,24,73
569: 12,691,749,191,373,101
570: 409,664,486,422,319,615
571: 1161,34,553,80,809,925
572: 587,730,361,436,913,7
573: 1014,767,877,214,176,222,508
574: 944,374,278,791,1147,268,47
575: 700,431,495,1135,1159
576: 1207,416,279,444,1082
577: 1034,610,624
578: 728,274,243,1172,755,497
579: 816,57,1198,991,1044
580: 482,502,764,703,1071,1015
581: 1003,1127,746
582: 932,646,1158,629
583: 134,1155,803,598,873,435
584: 867,463,754,822,1066,823
585: 368,567,140,736,38,197
586: 358,103,608,511,348,677
587: 572,730,361,160,715
588: 781,262,602,81,301,731
589: 340,381,512,440,751,783,597
590: 792,874,8,205,653
591: 552,687,336,1028,1147,595
592: 760,1051,957,947,199,465
593: 1210,727,439,126,330,917
594: 850,248,157,359
595: 1147,268,689,83,336,1028,591
596: 491,855,976,772,1168,1174,1043
597: 260,558,589,440,751,0
598: 831,873,1155,583,165,1111
599: 122,826,20,549
600: 364,197,1175,395,676,919
601: 1193,787,997,367,1195,895
602: 262,588,421,81,409
603: 742,657,75,504,633,642,468
604: 211,680,747,27,296,884
605: 383,915,441,1168,488,711
606: 124,801,63,95,246,790
607: 217,663,690,435,167,215
608: 511,492,951,586,837,677
609: 908,19,940,529,11,762
610: 147,640,700,431,1034,577,624
611: 219,793,469,48,963,695
612: 393,524,969,63,790,854
613: 860,989,697,402,1036,1172
614: 1008,804,725,846,1117,1120
615: 155,319,72,570,486,105,453
616: 521,818,462,941,1166,996
617: 212,283,213,526,4
618: 433,294,1010,918,743,1012,347
619: 484,29,1029,1152
620: 116,634,686,866,729
621: 485,245,1166,171,1194,636
622: 257,249,904,84,564
623: 710,651,800
624: 815,610,700,577
625: 410,543,54,524,969,1070
626: 240,673,144,216,353,719,950
627: 221,974,214,180,798,508,460
628: 84,720,713,1189,678,263
629: 699,582,1158
630: 1144,444,1059,1020,1108,900
631: 228,82,1007,709,941,420,561
632: 466,352,675,388,1047,643,517
633: 504,706,109,742,603,1041
634: 116,1018,620,686,1044,204
635: 1182,707,483,378,376,132
636: 313,474,1194,485,621,975
637: 805,956,647,1125,1140,961
638: 1092,933,1180,1115,952,1072
639: 1196,1097,355,1141,834,1092,933
640: 147,688,701,610,431
641: 58,496,713,1189,1023,540
642: 416,468,745,75,603
643: 568,517,632,352,1124,24
644: 510,454,945,206,1004,795
645: 146,717,901,352,675,684
646: 932,280,582,1073
647: 1066,1125,241,386,956,637
648: 380,168,456,35,733,1027
649: 563,746,425,1127,134,307
650: 1017,320,5,256
651: 623,710,905,948,1089
652: 1055,186,229,43,541,136,655
653: 121,948,590,8,205,926
654: 986,923,547,434,756,739
655: 136,229,652,864
656: 418,539,1162,536,1086
657: 742,160,603,468,730
658: 813,887,1070,479,856,325
659: 489,744,1099,536,937,1086
660: 182,394,1067,403,987,1142
661: 88,931,1171,789,1109
662: 1178,363,174,776
663: 690,607,447,813,887,215
664: 409,570,486,177
665: 183,892,565,425,438
666: 360,834,270,1092,1180,939
667: 178,430,458,344,511,492
668: 154,306,189,895
669: 63,246,984,738,543,969
670: 265,293,133,671
671: 714,835,133,670
672: 560,1173,523,784,919
673: 240,626,216,719,489,744
674: 21,566,542,403,106,532,394
675: 466,632,352,901,1031,645
676: 170,784,919,1175,600,932,280
677: 837,858,586,608,498,348
678: 59,263,84,628,847,257
679: 459,469,1203,25,305,219
680: 211,604,682,884,1025,1179
681: 372,487,1139,1032,689,83
682: 884,841,680,196,237,1025
683: 843,735,1021,1183,36,227
684: 723,370,10,901,146,645
685: 40,355,1141,97,788,737
686: 297,1044,55,866,634,620
687: 552,591,977,935,128,130,336
688: 640,701,451,696,264,431
689: 268,595,83,1028,1139,372,681
690: 217,663,607,435,1088,447,803
691: 12,569,722,774,1077,428,101
692: 12,722,749,443,221,974
693: 127,962,139,1008,92
694: 68,1209,797,1060,77,1167
695: 187,963,493,611,384,48
696: 451,938,550,87,688,701
697: 989,613,129,734,243,1172
698: 336,849,1028,525,130,1078
699: 629,747,555,884
700: 431,575,610,1159,624,815
701: 147,640,688,87,696,1185
702: 526,913,7,351,212,304
703: 580,500,502,432,324,1015
704: 412,850,359,862,506
705: 288,1054,325,329,21,542,1090
706: 504,633,85,28,459,109
707: 1182,635,378,376,132
708: 415,367,886,787
709: 631,228,1007,267,1152,1029
710: 623,651,1089,929,455,800
711: 745,488,757,383,605,96
712: 968,315,900,883,4
713: 58,641,1189,263,759,628
714: 671,835,227,339,1053,133
715: 970,442,160,74,587,361
716: 167,215,377,856,329,172
717: 146,208,645,352,1128,1124
718: 323,209,320,276,869,256
719: 626,673,216,726,885,744
720: 904,84,628,156,1189,198
721: 1136,429,144,353,1063,557
722: 12,691,692,774,428,287,443
723: 370,371,684,146,840,1065
724: 2,104,950,544,353,557
725: 292,343,269,846,614,804
726: 477,937,117,885,744,719
727: 312,593,1210,342,917,1085,31
728: 578,1172,402,69,168,497
729: 828,866,376,332,116,620
730: 572,587,468,160,657,337,436
731: 1087,1048,301,533,1176,588
732: 267,1152,560,296,32
733: 164,1027,35,648,17,853
734: 820,1150,129,1083,989,697
735: 843,683,564,131,1021
736: 842,16,899,567,585,38
737: 825,985,779,97,40,685
738: 528,893,669,984,543
739: 346,775,1016,923,654,176,756
740: 1128,1124,24,971,1078,522
741: 1091,289,473,838,752
742: 160,603,657,633,74,1041
743: 918,545,765,45,618,1010
744: 489,659,726,937,673,719
745: 757,75,711,416,642,96
746: 563,649,581,1127
747: 699,27,884,604
748: 1009,806,437,467,299,914
749: 12,569,692,373,221,91
750: 562,1130,875,972,114,530
751: 1151,0,783,589,440,597
752: 111,289,838,741
753: 498,375,86
754: 584,463,1004,206,23,822
755: 1063,461,578,274,426,497
756: 90,176,547,654,739,775
757: 745,488,75,711,3
758: 305,339,1053,1006,25,476
759: 263,255,58,878,713,513
760: 592,1051,957,763,3
761: 1106,341,1177,119,70
762: 33,794,11,609,19,807
763: 46,143,760,957,3,85
764: 482,580,502,1071,41,1105
765: 743,545,45,414,1033,239
766: 930,1005,200,491,907,772
767: 573,877,508,810,224,50
768: 918,545,120,239,126,896,192
769: 953,998,1000,990,209
770: 870,115,67,457,551,285
771: 124,801,418
772: 808,907,1168,766,596,491
773: 345,527,225,1209,314
774: 298,1077,428,350,876,691,722
775: 739,346,176,756,1014,515
776: 174,1190,662,113
777: 113,1018,1101,60
778: 990,323,1170,179,260,357
779: 854,1156,97,985,737
780: 132,378,1159,452
781: 262,588,1087,850,248,328
782: 316,980,181,30,559,833
783: 1151,751,381,512,589,266
784: 170,676,919,560,672,32
785: 179,546,327,445,193,852
786: 99,1132,909,1110,1024
787: 601,1193,367,708
788: 97,1086,829,1099,685,1141
789: 1013,210,1171,34,661,1109,272
790: 854,1156,63,606,801,612
791: 574,278,1147,102,152,910
792: 389,304,874,590,354,205
793: 219,611,385,1050,963
794: 1160,33,762,55,19,188
795: 1004,928,424,965,644,945
796: 195,199,903,231,967,817
797: 68,694,830,229,77,864
798: 1079,388,180,627,460,1047
799: 15,847,1045,947,957,46,872
800: 929,623,710
801: 124,606,771,1162,790
802: 553,809,1157,302,978,1122
803: 1088,1114,134,583,690,435
804: 614,1008,292,725,1102,846
805: 871,857,956,637,1140,125
806: 437,748,467,1084,966,1083
807: 226,833,559,11,33,762
808: 907,441,465,772,1168,1051
809: 553,80,802,1157,824,571
810: 508,460,1047,767,224,517
811: 1037,1186,1038,450,839,230
812: 509,840,371,474,821
813: 658,887,663,215,856
814: 67,939,161,1069,1180,1081
815: 452,624,700
816: 57,579,1044,98,204,317
817: 930,967,199,796,907,465
818: 521,462,616,819,1052,510,945
819: 433,975,294,1052,521,818
820: 734,1150,151,155,72,989
821: 474,898,891,1194,371,509,840,812
822: 23,386,584,754,1066
823: 247,149,1049,867,584,1066
824: 1123,538,1011,80,809,1157
825: 250,985,737,40,242,1098
826: 117,122,885,599
827: 401,848,959,230,173,839
828: 866,376,729,1160,1121,483
829: 97,1086,788,1162,1156
830: 68,797,1100,186,229,254
831: 598,873,326,165,520,178
832: 356,501,1057,457,1069,446,285
833: 807,226,65,559,316,782
834: 360,666,270,355,639,1092
835: 714,671,36,227
836: 86,309,899,375,251,1094
837: 1116,858,677,608,951,1123,419
838: 473,863,289,752,741
839: 173,450,391,811,1186,827,230
840: 509,45,812,414,723,371,821,1065
841: 555,682,884,237
842: 736,16,309,899
843: 683,735,564,1006,227,339
844: 1183,1017,1021,942
845: 924,897,903,405,967,1126
846: 269,395,725,614,804,1117,523
847: 15,799,1045,59,678,257
848: 401,827,959,955,1148,1163
849: 110,698,1028,1139,525
850: 594,248,781,328,704,359
851: 148,184,387,399
852: 994,1039,445,546,785
853: 17,514,35,1077,733
854: 779,790,1156,393,612
855: 596,491,976,995,1174,1043
856: 325,329,658,813,215,716
857: 871,805,306,189,362,125
858: 1116,837,677,498,375,1094
859: 881,979,62,282
860: 989,613,1036,155,105,906
861: 137,1068,982,1186
862: 359,920,704,506,193,369
863: 473,838,205,926,389
864: 77,229,797,655
865: 481,513,1026,1106,897
866: 828,729,1160,55,686,620
867: 584,463,1132,909,1049,823
868: 552,977,253,152,910,879
869: 276,546,1039,718,323
870: 1056,115,770,14,551,1015
871: 857,805,956,306,562,241
872: 46,143,15,799,236,1131
873: 598,831,326,583,217,435
874: 792,590,411,1197,8,18
875: 972,889,503,154,562,750
876: 1072,1081,201,774,428,350
877: 1014,767,573,89,50,303
878: 58,408,1106,341,513,759
879: 152,910,253,868,312,342
880: 120,239,253,1208,1033,977,935
881: 859,282,445,994
882: 108,888,479,250,934,1054
883: 1020,1198,712,900,57,1204
884: 555,682,841,699,747,604,680
885: 117,122,826,726,216,719
886: 415,708,535,185
887: 658,813,1070,447,410,663
888: 108,882,393,250,985
889: 503,1179,100,875,972
890: 987,1142,398,41,1105
891: 898,516,1194,370,371,821
892: 183,665,565
893: 528,738,1022,9,543,54
894: 141,427,1040,1042,1137,22
895: 189,1195,367,668,601
896: 534,439,126,347,918,768
897: 845,924,903,1026,231,865
898: 960,169,891,123,516,1194,821
899: 309,836,251,736,842,567
900: 712,315,630,1059,1020,883
901: 10,1103,1031,675,684,645
902: 480,322,271,531,291,958
903: 845,897,231,967,796
904: 84,720,131,198,622,564
905: 473,926,948,1091,651
906: 105,335,860,1036,982,137
907: 808,465,772,930,817,766
908: 609,19,940,374,1205,79
909: 786,99,1132,867,333,463
910: 152,879,552,868,1147,791
911: 47,556,417,413,1205
